id,src,tgt
00000205,首先以一张图片为参考，在调色版中筛选出合适的颜色，绘制景观的大概框架，并例如诸如填充和拷贝/粘贴等软件中仅有的几项工具进行绘制，最后给与,首先以一张图片为参考，在调色板中筛选出合适的颜色，绘制景观的大概框架，并例如诸如填充和拷贝/粘贴等软件中仅有的几项工具进行绘制，最后给与
00000206,证券发行由审核制向注册制迈近,证券发行由审核制向注册制迈进
00000207,陈寅恪在西方的经历，一直是研究者关注重点，只是囿于留下的材料不多，相关研究一直不能获得较大进展,陈寅恪在西方的经历，一直是研究者关注重点，只是囿于留下的材料不多，相关研究一直不能获得较大进展
00000208,一位37岁匈牙利男子真是开了外挂，操作失误导致他的一只手从肘以下被机器锯掉，他迅速从机器里找到断手，带着断手驾车15公里前往医院求救,一位37岁匈牙利男子真是开了外挂，操作失误导致他的一只手从肘以下被机器锯掉，他迅速从机器里找到断手，带着断手驾车15公里前往医院求救
00000209,美国最大互联网学生教育服务平台Chegg集下的“Zinch中国”官微发起一项投票，评选“最崇拜的科技偶像”,美国最大互联网学生教育服务平台Chegg旗下的“Zinch中国”官微发起一项投票，评选“最崇拜的科技偶像”
00000210,即使将平均水平作为及格线，多数市政府“不及格”；如果按照“60分及格”的标准，则仅有7个城市过线，及格率仅为8.6%,即使将平均水平作为及格线，多数市政府“不及格”；如果按照“60分及格”的标准，则仅有7个城市过线，及格率仅为8.6%
00000211,目前部分银行在经营性贷款上，甚至不对外地人进行放款，主要是处于对风险的警惕,目前部分银行在经营性贷款上，甚至不对外地人进行放款，主要是出于对风险的警惕
00000212,私设资金池、期限错配、信息不透明被指P2P平台频频暴雷的三大元凶，而归结到一点，即第三方存管机构缺失的背景下，P2P公司对交易资金拥有支配权，用户的资金安全完全取决于平台自身的运营控制和道德约束，风险可见一斑,私设资金池、期限错配、信息不透明被指P2P平台频频爆雷的三大元凶，而归结到一点，即第三方存管机构缺失的背景下，P2P公司对交易资金拥有支配权，用户的资金安全完全取决于平台自身的运营控制和道德约束，风险可见一斑
00000213,如果中央推进力度大，速度快，成效好，则将超预期，反子，则低于市场预期,如果中央推进力度大，速度快，成效好，则将超预期，反之，则低于市场预期
00000214,据悉，通过此次整治发现未按规定使用GPS车辆643台，未按规定线路行驶的车辆256台，超越许可事项车辆39台,据悉，通过此次整治发现未按规定使用GPS车辆643台，未按规定线路行驶的车辆256台，超越许可事项车辆39台
00000215,上周日，泽尼特主场0-0被托木斯克汤姆逼平之后，俱乐部决定解雇已经执教球队五个赛季的主帅卢西亚诺-斯帕莱蒂,上周日，泽尼特主场0-0被托木斯克汤姆逼平之后，俱乐部决定解雇已经执教球队五个赛季的主帅卢西亚诺-斯帕莱蒂
00000216,名人不缺名气与金钱，一定要把他们在股市上赚了钱与灰色交易联系在一起，实在有点勉强,名人不缺名气与金钱，一定要把他们在股市上赚了钱与灰色交易联系在一起，实在有点勉强
00000217,对方甚至表示，只有付钱就能帮有需要者查到指定人的户籍、车籍，以及银行流水余额、酒店开房记录等,对方甚至表示，只有付钱就能帮有需要者查到指定人的户籍、车籍，以及银行流水余额、酒店开房记录等
00000218,经历去年“撤资论”的风波，李嘉城旗下长江基建今日公布的财报显示，集团去年的纯利超过116亿（港元）按年增长逾23%，超过市场预期；惟集团的内地业务除税前溢利跌逾7%，在多个国家和地区中表现最差,经历去年“撤资论”的风波，李嘉诚旗下长江基建今日公布的财报显示，集团去年的纯利超过116亿（港元）按年增长逾23%，超过市场预期；惟集团的内地业务除税前溢利跌逾7%，在多个国家和地区中表现最差
00000219,极为近期的一个例子是同济医药(430359.OC)，从公司股东榜可以发现，除实际控制人及公司高管外，去年上半年另有三家PE投资机构突击入股...,极为近期的一个例子是同济医药(430359.OC)，从公司股东榜可以发现，除实际控制人及公司高管外，去年上半年另有三家PE投资机构突击入股...
00000220,至2008年开始，海口已连续六年居首,自2008年开始，海口已连续六年居首
00000221,将近一个世纪，关于工时研究和讨论从未停止,将近一个世纪，关于工时研究和讨论从未停止
00000222,其管理处回应称，云松书舍里面会餐很少，且主要为单位内部,其管理处回应称，云松书舍里面会餐很少，且主要为单位内部
00000223,一向以背黑锅闻名于忙狗界的临时工，屈居第十位，公务员则低调垫底,一向以背黑锅闻名于忙狗界的临时工，屈居第十位，公务员则低调垫底
00000224,易邀中国前身是一家房产中介ERP公司，在市场环境惨淡的情况下，各房产中介纷纷开始寻找出路,易遨中国前身是一家房产中介ERP公司，在市场环境惨淡的情况下，各房产中介纷纷开始寻找出路
00000225,昨天，济南市工商局公布2014年第二批流通领域儿童服装质量抽查检验结果，涉及到1001夜等品牌的6个批次的儿童服装被判定为不合格商品，存在甲醛含量、PH值、纤维含量项目不符合标准等问题,昨天，济南市工商局公布2014年第二批流通领域儿童服装质量抽查检验结果，涉及到1001夜等品牌的6个批次的儿童服装被判定为不合格商品，存在甲醛含量、PH值、纤维含量项目不符合标准等问题
00000226,球员经纪人即将与俱乐部搭成共识,球员经纪人即将与俱乐部达成共识
00000227,追求完美的个性、身体力行的实践精神、对于审美天生的潜质、杭塑积累的管理经验、对时尚的不懈追求、对市场变化的敏锐是吴国平成功的关键,追求完美的个性、身体力行的实践精神、对于审美天生的潜质、杭塑积累的管理经验、对时尚的不懈追求、对市场变化的敏锐是吴国平成功的关键
00000228,根据中国气象视频网统计的高温排行榜，截至7月29日02时，省会级城市中，湖南长沙高居榜首，今年以来的高温天数高达38天，其中，有31天是连续高温，继续刷新有气象记录以来连续高温日数的纪录,根据中国气象视频网统计的高温排行榜，截至7月29日02时，省会级城市中，湖南长沙高居榜首，今年以来的高温天数高达38天，其中，有31天是连续高温，继续刷新有气象记录以来连续高温日数的纪录
00000229,国庆前夕，取消楼市限贷的通知使整个黄金假期，一手楼市大多人气爆棚，尤其是担忧四季度及后市楼价将重拾上涨的实力买家，急急赶在楼价走高前出手购房,国庆前夕，取消楼市限贷的通知使整个黄金假期，一手楼市大多人气爆棚，尤其是担忧四季度及后市楼价将重拾上涨的实力买家，急急赶在楼价走高前出手购房
00000230,据人民网消息：记者从中央组织部获悉，根据工作需要和干部交流的精神，日前，中央决定，杨栋梁同志任国家安全生产监督管理总局局长、党组书记，骆琳同志不再担任国家安全生产监督管理总局局长、党组书记职务,据人民网消息：记者从中央组织部获悉，根据工作需要和干部交流的精神，日前，中央决定，杨栋梁同志任国家安全生产监督管理总局局长、党组书记，骆琳同志不再担任国家安全生产监督管理总局局长、党组书记职务
00000231,施工第一阶段西外环桥面施工开始后，骑马山路是西山片区分流主干道，而进入第二阶段施工后，骑马山路将成为除高速路外，进出西山的惟一通道,施工第一阶段西外环桥面施工开始后，骑马山路是西山片区分流主干道，而进入第二阶段施工后，骑马山路将成为除高速路外，进出西山的唯一通道
00000232,多数人认为，在公共场合大声打喷嚏时十分不文明的行文，尤其是女性更加注重自己的言行举止，会用手捂住嘴，或者捏住鼻子，尽量憋住喷嚏,多数人认为，在公共场合大声打喷嚏是十分不文明的行为，尤其是女性更加注重自己的言行举止，会用手捂住嘴，或者捏住鼻子，尽量憋住喷嚏
00000233,道里区以中央大街为依托，以原有欧式保护建筑风格为基调，以17片危棚房改造为重点，改造将突出中央大街区域欧陆风情，将中央大街及辅街打造成以商务创智、风情休闲、文化消费为特色的区域,道里区以中央大街为依托，以原有欧式保护建筑风格为基调，以17片危棚房改造为重点，改造将突出中央大街区域欧陆风情，将中央大街及辅街打造成以商务创智、风情休闲、文化消费为特色的区域
00000234,学生小陈和小蒋被淘宝网一家商户的一款三星移动硬盘吸引，2TB的容量只买228元，硬盘送到了，连上电脑却无法正常使用,学生小陈和小蒋被淘宝网一家商户的一款三星移动硬盘吸引，2TB的容量只卖228元，硬盘送到了，连上电脑却无法正常使用
00000235,据悉，淘宝台湾馆将于12月12日正式上线，这意味着象屿发展从线下走到了线上，在建设运营大嶝小镇这惟一的对台市场平台成功经验上走出了一条更宽广的道路,据悉，淘宝台湾馆将于12月12日正式上线，这意味着象屿发展从线下走到了线上，在建设运营大嶝小镇这唯一的对台市场平台成功经验上走出了一条更宽广的道路
00000236,京开告诉预计车流高峰持续至21时,京开高速预计车流高峰持续至21时
00000237,犯罪嫌疑人郝某去年清明节与陈某结识，两人偶尔同居，一直想取其为妻，陈某却以有家室为由拒绝,犯罪嫌疑人郝某去年清明节与陈某结识，两人偶尔同居，一直想娶其为妻，陈某却以有家室为由拒绝
00000238,它最近上线了号称“全透明”的签证代理服务，而在很长一段时间里，签证代理都是竞争日益激烈、国家监管也逐渐规范的旅游行业里惟一暴利的服务项目,它最近上线了号称“全透明”的签证代理服务，而在很长一段时间里，签证代理都是竞争日益激烈、国家监管也逐渐规范的旅游行业里唯一暴利的服务项目
00000239,昨天，陕西安康市汉滨区对小学生小明因未按时完成作业遭老师和同学依次打耳光事件做出处理，给予校长张某记过处分、撤去校长职务；给予涉事老师罗某停职、调离教师岗位处理,昨天，陕西安康市汉滨区对小学生小明因未按时完成作业遭老师和同学依次打耳光事件作出处理，给予校长张某记过处分、撤去校长职务；给予涉事老师罗某停职、调离教师岗位处理
00000240,这番公开发言甚至引发挂有他名字的投资公司凯鹏华盈（KPCB）出面表示，柏金斯并非代表公司发言,这番公开发言甚至引发挂有他名字的投资公司凯鹏华盈（KPCB）出面表示，柏金斯并非代表公司发言
00000241,该绿道总长2公里，占地面积4.6万㎡，穿起35街坊、玉翠苑等5个社区,该绿道总长2公里，占地面积4.6万㎡，串起35街坊、玉翠苑等5个社区
00000242,目前，湖大附中仍在继续补课，而培粹实验中学已从昨日开始停止补课,目前，湖大附中仍在继续补课，而培粹实验中学已从昨日开始停止补课
00000243,导演曲江涛用了不到80万人民币的低成本花了15天拍摄，收获的赞扬秒杀那些投资以千万记的豪华大片,导演曲江涛用了不到80万人民币的低成本花了15天拍摄，收获的赞扬秒杀那些投资以千万计的豪华大片
00000244,河南一男子专靠拾费金属为生，与众不同的是他随身装备了一个金属探测仪，使用它每个月能从地下搜出几千斤费金属，靠废铁他每个月收入在4000元以上，运气好的话能卖到七、八千元,河南一男子专靠拾废金属为生，与众不同的是他随身装备了一个金属探测仪，使用它每个月能从地下搜出几千斤废金属，靠废铁他每个月收入在4000元以上，运气好的话能卖到七、八千元
00000245,身材瘦削、皮肤黝黑的林明翠穿着一身沾满泥星的女式西装，长年的田间劳作加上云贵高原上强烈的日照，让这个34岁的农村妇女看上去比实际年龄大了不少,身材瘦削、皮肤黝黑的林明翠穿着一身沾满泥星的女式西装，长年的田间劳作加上云贵高原上强烈的日照，让这个34岁的农村妇女看上去比实际年龄大了不少
00000246,网络舆论人声鼎沸，督促政府回应民意关切，民主决策、科学决策；同时也经常为现实政治运作添堵添乱，加大改革成本，甚至可能对施政产生颠覆性影响,网络舆论人声鼎沸，督促政府回应民意关切，民主决策、科学决策；同时也经常为现实政治运作添堵添乱，加大改革成本，甚至可能对施政产生颠覆性影响
00000247,李克强总理接受英国《金融时报》总编巴伯专访时表示：“我们将对中国房地产市场采取多种措施，因地制宜，因制施策，加大保障房建设，保持平稳健康发展，既要鼓励自主改善型需求，也要防止泡沫,李克强总理接受英国《金融时报》总编巴伯专访时表示：“我们将对中国房地产市场采取多种措施，因地制宜，因制施策，加大保障房建设，保持平稳健康发展，既要鼓励自主改善型需求，也要防止泡沫
00000248,今日，有媒体报道某女士将闲置私家车通过宝驾平台出租时被诈骗团伙非法倒卖一事,今日，有媒体报道某女士将闲置私家车通过宝驾平台出租时被诈骗团伙非法倒卖一事
00000249,巴菲特都做不到balance，最后选了个保姆作老婆；罗杰斯结了三次婚，交往过无数女友，最后选择了佩姬，理由很简单，因为“她能包容我”；他们都看透了人生,巴菲特都做不到balance，最后选了个保姆做老婆；罗杰斯结了三次婚，交往过无数女友，最后选择了佩姬，理由很简单，因为“她能包容我”；他们都看透了人生
00000250,我希望借这一事件，制定相关法规，以保护那些因公共利益而不能参加高考学生的权益，让青年在维护公义时无后顾之忧,我希望借这一事件，制定相关法规，以保护那些因公共利益而不能参加高考学生的权益，让青年在维护公义时无后顾之忧
00000251,民营企业的传承及富豪们的财产分配问题，历来都是“重头戏”，如果处理不当，这很可能成为家族分裂几企业败落的一个定时炸弹,民营企业的传承及富豪们的财产分配问题，历来都是“重头戏”，如果处理不当，这很可能成为家族分裂及企业败落的一个定时炸弹
00000252,由香港展览服务有限公司主办的，第十五展国际食品及饮料、酒店及餐饮设备、供应及服务展览会（HOFEX）将于5月7日至10日在港会议展览中心举行,由香港展览服务有限公司主办的，第十五展国际食品及饮料、酒店及餐饮设备、供应及服务展览会（HOFEX）将于5月7日至10日在港会议展览中心举行
00000253,她建议修订《商业银行法》，用流动性覆盖比例和净稳定资金比例替代75%的存贷比例,她建议修订《商业银行法》，用流动性覆盖比例和净稳定资金比例替代75%的存贷比例
00000254,年过期颐的濉溪县老人沈忠兰，多年在路边摆摊买杂货,年过期颐的濉溪县老人沈忠兰，多年在路边摆摊卖杂货
00000255,四川省遂宁市六届人大七次会议日前召开，遂宁市市长赵世勇做政府工作报告,四川省遂宁市六届人大七次会议日前召开，遂宁市市长赵世勇作政府工作报告
00000256,按照香港《公司条例》，即时撤消永亨银行的上市地位，强制收购其剩余的所有股份,按照香港《公司条例》，即时撤销永亨银行的上市地位，强制收购其剩余的所有股份
00000257,柳井正以为155亿美元资产，再次居日本富豪榜首,柳井正以为155亿美元资产，再次居日本富豪榜首
00000258,这里最后一处藕煤厂在几经“挣扎”后于近日正式被取缔，曾经的“南煤站”终成记忆,这里最后一处藕煤厂在几经“挣扎”后于近日正式被取缔，曾经的“南煤站”终成记忆
00000259,因久坐腰酸背痛，近期任女士常识了一种新疗法——放血疗法，名字听起来有点儿吓人，我尝试了一次，觉得身体似乎轻松了一些，可是我对这种放血疗法有些不太放心,因久坐腰酸背痛，近期任女士尝试了一种新疗法——放血疗法，名字听起来有点儿吓人，我尝试了一次，觉得身体似乎轻松了一些，可是我对这种放血疗法有些不太放心
00000260,她是国家二级心理咨询师，举办了80多场心理健康辅导和团体心理辅导，为300多名需要心理咨询服刑人员开展个别心理辅导，成功转化了多名顽危犯,她是国家二级心理咨询师，举办了80多场心理健康辅导和团体心理辅导，为300多名需要心理咨询服刑人员开展个别心理辅导，成功转化了多名顽危犯
00000261,英国苏格兰一名少女是已故美国女星玛丽莲梦露(MarilynMonroe)的超级粉丝，一心想将梦露的样子纹在左臂来“致敬”，想不到找上的无牌纹身师却把偶像纹得像“充气娃娃”，少女更觉得那是“怪物”,英国苏格兰一名少女是已故美国女星玛丽莲梦露(MarilynMonroe)的超级粉丝，一心想将梦露的样子纹在左臂来“致敬”，想不到找上的无牌纹身师却把偶像纹得像“充气娃娃”，少女更觉得那是“怪物”
00000262,什么都再涨，工资何时能涨涨,什么都在涨，工资何时能涨涨
00000263,在武汉大学2013级新生中，不及束发之年的田元，以总分654分，超出当地重点线74分的高考成绩，顺利考入武汉大学电子信息专业，成为武汉大学2013级中年龄最小的新生,在武汉大学2013级新生中，不及束发之年的田元，以总分654分，超出当地重点线74分的高考成绩，顺利考入武汉大学电子信息专业，成为武汉大学2013级中年龄最小的新生
00000264,当玛雅人预言世界末日这一全球化的话题蔓延之时，某男团的一组金木水火土系列五行大片也强势推出，这组连接地气的图不仅风格极具视觉冲击，更要诠释生命的力量,当玛雅人预言世界末日这一全球化的话题蔓延之时，某男团的一组金木水火土系列五行大片也强势推出，这组连接地气的图不仅风格极具视觉冲击，更要诠释生命的力量
00000265,美国国会共和党众议院特雷·拉德尔20日表示，他已停职并承诺将自己的薪水捐给慈善机构,美国国会共和党众议院特雷·拉德尔20日表示，他已停职并承诺将自己的薪水捐给慈善机构
00000266,想更多了解个各国家的美食，骆驼书中美食介绍应有尽有，免费查阅请戳>>,想更多了解各个国家的美食，骆驼书中美食介绍应有尽有，免费查阅请戳>>
00000267,国务院国资委上周六发布了今年第一个央企整合的信息，彩虹集团公司整体并入中国电子信息产业集团有限公司，成为后者全资子企业,国务院国资委上周六发布了今年第一个央企整合的信息，彩虹集团公司整体并入中国电子信息产业集团有限公司，成为后者全资子企业
00000268,继续保持美国最大债权国的位置，之前中国已经连续4个与增持美债,继续保持美国最大债权国的位置，之前中国已经连续4个月增持美债
00000269,据国外调查统计，在所有购物的环节里，用户最喜欢在手机上完成的是竞价选购的环节，而付费环节则是最少在移动平台完成的，及时国外的移动支付同样相对较成熟，基于个人隐私安全的原因，用户还是不太习惯在手机上完成支付购物的过程,据国外调查统计，在所有购物的环节里，用户最喜欢在手机上完成的是竞价选购的环节，而付费环节则是最少在移动平台完成的，即使国外的移动支付同样相对较成熟，基于个人隐私安全的原因，用户还是不太习惯在手机上完成支付购物的过程
00000270,过去5年，随着美国原料皮价格的不断攀升，真皮制造的奢侈品牌产品价格也是水涨创高，越来越昂贵,过去5年，随着美国原料皮价格的不断攀升，真皮制造的奢侈品牌产品价格也是水涨船高，越来越昂贵
00000271,央行日前数据显示，3月末，人民币存款余额109.10万亿元，同比增长11.4%，分别比上月末和去年末低1.1个和2.4个百分点,央行日前数据显示，3月末，人民币存款余额109.10万亿元，同比增长11.4%，分别比上月末和去年末低1.1个和2.4个百分点
00000272,采访时他回答当年为什么能提前抽身时说到：“因为我读哲学，知道凡事太过火爆，必然离衰落不远,采访时他回答当年为什么能提前抽身时说道：“因为我读哲学，知道凡事太过火爆，必然离衰落不远
00000273,对此，南航仅给予300余元的赔偿,对此，南航仅给予300余元的赔偿
00000274,继北京、上海、广州的地铁“秘密”曝光之后，一张被画成黄色小鸭模样的深圳地铁线路图在微博上热传，网友们大呼可爱的同时，纷纷吐槽自己经常在“鸭子”哪个部位活动,继北京、上海、广州的地铁“秘密”曝光之后，一张被画成黄色小鸭模样的深圳地铁线路图在微博上热传，网友们大呼可爱的同时，纷纷吐槽自己经常在“鸭子”哪个部位活动
00000275,家政O2O行业呈现密集融资潮，但投资回报未呈现，颠覆传统模式直说存在纷争,家政O2O行业呈现密集融资潮，但投资回报未呈现，颠覆传统模式之说存在纷争
00000276,一个女性代表，溜了五次眼泪,一个女性代表，流了五次眼泪
00000277,彭博引述一名高盛前员工指，该行一直无视由2011年起实行的《伏尔克法则》（VolckerRule），继续秘密拥有并营运一个坐盘交易部门，进行类似对冲基金形式的投资,彭博引述一名高盛前员工指，该行一直无视由2011年起实行的《伏尔克法则》（VolckerRule），继续秘密拥有并营运一个坐盘交易部门，进行类似对冲基金形式的投资
00000278,国资委今天透露，将在四方面启动改革试点，包括：①改组国有资本投资公司试点②开展混合所有制经济试点③行驶高管人员选聘、业绩考核和薪酬管理职权试点④选派两到三家央企派驻纪检组试点,国资委今天透露，将在四方面启动改革试点，包括：①改组国有资本投资公司试点②开展混合所有制经济试点③行驶高管人员选聘、业绩考核和薪酬管理职权试点④选派两到三家央企派驻纪检组试点
00000279,昨天，支付宝发布大学生对账单，大学生人均每月网上支出550元，河南433元,昨天，支付宝发布大学生对账单，大学生人均每月网上支出550元，河南433元
00000280,昨天，现代快报记者报道《抗日飞行员壮烈殉国设遗嘱捐资助学，成就两位航空专家》引发各界关注,昨天，现代快报记者报道《抗日飞行员壮烈殉国设遗嘱捐资助学，成就两位航空专家》引发各界关注
00000281,让我们回视这几个世纪以来的裸露皮肤的历史吧，内容包含了不适合上班时间浏览的,让我们回视这几个世纪以来的裸露皮肤的历史吧，内容包含了不适合上班时间浏览的
00000282,当许多音乐人和企业都在为如何向用户收费绞尽脑汁的时侯，却有这样一些音乐从业者和企业的日子活得很悠然，他们从一创立或者创立不久便已成为其所在音乐细分市场的“王者”,当许多音乐人和企业都在为如何向用户收费绞尽脑汁的时候，却有这样一些音乐从业者和企业的日子活得很悠然，他们从一创立或者创立不久便已成为其所在音乐细分市场的“王者”
00000283,故宫对于闲置配殿、耳房、夹道众多复杂的情况，制定了更加细致缜密、责任分明的具体措施；修改并完善夜间应急处理预案，增加巡逻力量和班次,故宫对于闲置配殿、耳房、夹道众多复杂的情况，制定了更加细致缜密、责任分明的具体措施；修改并完善夜间应急处理预案，增加巡逻力量和班次
00000284,蚂蜂窝将于航空服务商在路上旅业达成战略合作，并联合国内外旅游局、航空公司，推出首批反向定制的旅游产品,蚂蜂窝将与航空服务商在路上旅业达成战略合作，并联合国内外旅游局、航空公司，推出首批反向定制的旅游产品
00000285,摩根大通第二季净利降至59.9亿美元，合每股盈余1.46美元，上年同期分别为65亿美元和1.60美元,摩根大通第二季净利降至59.9亿美元，合每股盈余1.46美元，上年同期分别为65亿美元和1.60美元
00000286,去年春节，胡先生在中国人民大学和北京师范大学一年一度的聚餐会上，他谈笑风生，述说自己最近关于语言学思考是的音容笑貌宛如昨日，他一再说起如何促进黎锦熙先生全集的出版，说起关于海宁方言志的校对……,去年春节，胡先生在中国人民大学和北京师范大学一年一度的聚餐会上，他谈笑风生，述说自己最近关于语言学思考似的音容笑貌宛如昨日，他一再说起如何促进黎锦熙先生全集的出版，说起关于海宁方言志的校对……
00000287,有关数据调查显示，全国白领日均使用手机时长为3.93小时，这意味着除去8小时睡觉时间和8小时工作时间，剩余时间被手机占去一半,有关数据调查显示，全国白领日均使用手机时长为3.93小时，这意味着除去8小时睡觉时间和8小时工作时间，剩余时间被手机占去一半
00000288,尼康D600轻量化机身及较低的价格颠覆了目前市面上全画幅相机的格局,尼康D600轻量化机身及较低的价格颠覆了目前市面上全画幅相机的格局
00000289,对方用布塞住她的嘴，捆绑住手脚后抗起她往窗外塞,对方用布塞住她的嘴，捆绑住手脚后扛起她往窗外塞
00000290,诈骗份子不法手段获取了事主在医院生育的详细信息，在电话中判别事主对该补贴的信任程度，会让事主先准备一张存有XX元存款的银联卡，然后让事主到就近的提款机处进行操作,诈骗分子不法手段获取了事主在医院生育的详细信息，在电话中判别事主对该补贴的信任程度，会让事主先准备一张存有XX元存款的银联卡，然后让事主到就近的提款机处进行操作
00000291,人民网记者翁奇羽消息，4日凌晨，北京市气象部门发布全市暴雪橙色及西部北部意味着最高级别的红色预警，目前全市降水量平均值已超过50毫米，达到北京市有气象记录以来“冬半年”最大值,人民网记者翁奇羽消息，4日凌晨，北京市气象部门发布全市暴雪橙色及西部北部意味着最高级别的红色预警，目前全市降水量平均值已超过50毫米，达到北京市有气象记录以来“冬半年”最大值
00000292,现在的外贸网络营销培训，教师还是习惯于把教学变成“教师提问，学生回答”的过程，这些问题有些是简单的唱答式，有些是迷惑的猜谜式，且大多问题缺乏启发性,现在的外贸网络营销培训，教师还是习惯于把教学变成“教师提问，学生回答”的过程，这些问题有些是简单的唱答式，有些是迷惑的猜谜式，且大多问题缺乏启发性
00000293,爆炸发生之后，警方一度shutdown所有的手机通迅，防止用手机信号再次引爆炸弹，之后因为拨手机人太多了，所以导致手机网络超负荷，所以很难打出去,爆炸发生之后，警方一度shutdown所有的手机通讯，防止用手机信号再次引爆炸弹，之后因为拨手机人太多了，所以导致手机网络超负荷，所以很难打出去
00000294,据央行最新数据，2013年10月政府存款余额为41163亿元，比9月份政府存款34480亿元增长6683亿元，增幅达19%,据央行最新数据，2013年10月政府存款余额为41163亿元，比9月份政府存款34480亿元增长6683亿元，增幅达19%
00000295,多家房地产开发企业证实，属地发改委近日集中到各开发企业楼盘销售现场进行检查，其中是否存在购房资质“造假”、“变通”等问题，是检查的重点,多家房地产开发企业证实，属地发改委近日集中到各开发企业楼盘销售现场进行检查，其中是否存在购房资质“造假”、“变通”等问题，是检查的重点
00000296,三十四年的时间跨度，用同一批演员表现，对演员和观众都是一种挑战，我们因此见证了大叔范的小伙子到不老童颜大叔的无解转变,三十四年的时间跨度，用同一批演员表现，对演员和观众都是一种挑战，我们因此见证了大叔范的小伙子到不老童颜大叔的无懈转变
00000297,但部分不法份子和非法中介针对交通违法行为记分规定，非法进行驾驶证买分、卖分、代扣分，并通过互联网等途径传播欺诈信息扰乱公共秩序,但部分不法分子和非法中介针对交通违法行为记分规定，非法进行驾驶证买分、卖分、代扣分，并通过互联网等途径传播欺诈信息扰乱公共秩序
00000298,当地时间2014年3月6日，韩国鸡龙，2014年军队军官授衔仪式在当地一军事基地举行，海陆空六个军事院校的大约6008名毕业生参加此次授衔仪式,当地时间2014年3月6日，韩国鸡龙，2014年军队军官授衔仪式在当地一军事基地举行，海陆空六个军事院校的大约6008名毕业生参加此次授衔仪式
00000299,并保持此一姿势数秒种，直到双脚感到疲乏为止②缓缓抬起脚保持这一姿势数秒钟将小腿缓缓抬起直到与大腿同高，保持30秒后收腿,并保持此一姿势数秒钟，直到双脚感到疲乏为止②缓缓抬起脚保持这一姿势数秒钟将小腿缓缓抬起直到与大腿同高，保持30秒后收腿
00000300,据日本《产经新闻》7日报道，日本兵库县县议员野野村龙太郎因高额差旅费而遭质疑，曾在记者会上哭诉清白,据日本《产经新闻》7日报道，日本兵库县县议员野野村龙太郎因高额差旅费而遭质疑，曾在记者会上哭诉清白
00000301,俄罗斯总理梅德韦杰夫7日警告称，俄罗斯或对西方制裁展开报复，不少西方国家航班飞跃俄罗斯领空可极大节约燃料成本，俄可能考虑关闭欧亚航线上的俄罗斯领空，同时可能禁止乌克兰航空公司飞越俄罗斯领空,俄罗斯总理梅德韦杰夫7日警告称，俄罗斯或对西方制裁展开报复，不少西方国家航班飞越俄罗斯领空可极大节约燃料成本，俄可能考虑关闭欧亚航线上的俄罗斯领空，同时可能禁止乌克兰航空公司飞越俄罗斯领空
00000302,昨天，记者从该机场了解到，近日来各家航空公司票价都已见涨，但提前预定或错峰出行仍有优惠,昨天，记者从该机场了解到，近日来各家航空公司票价都已见涨，但提前预订或错峰出行仍有优惠
00000303,当晚，KTV内一伙人唱歌时与负责点歌女子苏某发生争执，随机引发冲突,当晚，KTV内一伙人唱歌时与负责点歌女子苏某发生争执，随即引发冲突
00000304,各企业已经发布了各自设备补丁，但仍有49.5%的安卓用户依然容易造到攻击,各企业已经发布了各自设备补丁，但仍有49.5%的安卓用户依然容易遭到攻击
00000305,无论我们作任何网站，我们的目的是做给客户看的，而不是当作一个艺术品来欣赏,无论我们做任何网站，我们的目的是做给客户看的，而不是当作一个艺术品来欣赏
00000306,周五市场再度呈现弱势震荡局面，市场在周三的长阳突破制后，走出了两根形态相反的阴阳双星,周五市场再度呈现弱势震荡局面，市场在周三的长阳突破之后，走出了两根形态相反的阴阳双星
00000307,美国一为名叫山姆·伯恩斯的男孩因患有早衰症，于近日逝世,美国一位名叫山姆·伯恩斯的男孩因患有早衰症，于近日逝世
00000308,德法两国领导有一定的默契，能充份合作，如果法国换了总统，谁也不知道将来德法两国能不能像过往那样合作,德法两国领导有一定的默契，能充分合作，如果法国换了总统，谁也不知道将来德法两国能不能像过往那样合作
00000309,好公司标准很有爱：前台大美女，上班不打卡，基本不加班..坏公司很无奈：上月工资下月发，扣30%设绩效，加班从没加班费..有网友哭号，“全中，能坚持到现在真是奇迹”,好公司标准很有爱：前台大美女，上班不打卡，基本不加班..坏公司很无奈：上月工资下月发，扣30%设绩效，加班从没加班费..有网友哭嚎，“全中，能坚持到现在真是奇迹”
00000310,在香港的公交车车身、站台，以及地铁站走廊内看到了“三步一哨五步一岗”的江西旅游广告，而这些印制精美的宣传广告更是吸引了香港市民和外国友人的目光,在香港的公交车车身、站台，以及地铁站走廊内看到了“三步一哨五步一岗”的江西旅游广告，而这些印制精美的宣传广告更是吸引了香港市民和外国友人的目光
00000311,你身边有没有这样的现像,你身边有没有这样的现象
00000312,国内三大运营商坐拥10多亿客户，这本身就是一个巨大的基于，为什么不考虑平台运营呢,国内三大运营商坐拥10多亿客户，这本身就是一个巨大的机遇，为什么不考虑平台运营呢
00000313,今日其被判刑1年10个月,今日其被判刑1年10个月
